TPH;TSPH;CuTC;CuSC;RS;HumC;CAA;CO3;FeSol                            ;Alsol                          ;TCur;TAgua;HumAglo;HumDin;Alt;p80;M100;M200;diasREfec;Diasreposo;RLix;CuTRip;RecRip;STock;UM100;UM200;UM300;UM430;UM440;UM445;UM450;UM455;UM460;UM470;UM480;UM800;BH;BI;DF;FM;GD;GR;PD;PT;SV;K;KSER;SER;CLO;ARC;ARCSER;CLOSER
91544;90085.6;0.5;0.4;68.9;1.6;28.4;0.2;0.3;0.3;15.8;34;6.6;4.9;6.8;15.9;9.7;5.9;64.5;1;1.6;0.1;76.8;24;0;0;0;0;31.6;49.1;8.2;9.8;1.2;0;0;0;14.3;0;0;0;46.8;0;0;38.9;0;100;0;0;0;0;0;0
90564;89169.5;0.6;0.5;77.4;1.5;32.1;0.1;0.4;0.4;11.4;29.6;5.6;5.9;7.4;14.7;9.3;5.9;65.9;13;1.7;0.1;82.5;24.1;0;0;0;0;13.9;63.4;6.7;10.9;5;0;0;0;0;0;0;0;96.5;0;0;3.4;0;100;0;0;0;0;0;0
78086;76521.7;0.5;0.3;64;2;33;0.2;0.3;0.3;14.5;33.6;6.8;4.7;7.3;16.8;8.3;5.9;59.6;9;1.6;0.1;76.7;9.6;0;0;0;0;50.6;31.2;15.6;2;0.6;0;0;0;0;0;0;0;93.3;0;0;6.7;0;100;0;0;0;0;0;0
73291.3;71972.9;0.7;0.6;75.3;1.8;27.7;0.4;0.3;0.3;11.4;23.6;5.3;6.2;6.9;14.6;21.2;5.9;59.5;26;1.7;0.2;75.4;0.4;0;0;0;0;26.6;50.3;15.7;7.1;0.1;0;0;0;0;0;0;0;94;0;0;6;0;100;0;0;0;0;0;0
73727.5;72570.5;1;0.8;81.2;1.6;34;0.2;0.3;0.3;13.2;27;5.6;5.9;5.2;17.4;13.3;5.9;60.8;4;1.8;0.2;77.6;46.3;0;0;0;0;2.6;50.9;17.9;10.5;18.1;0;0;0;0;0;0;0;99.2;0;0;0.8;0;100;0;0;0;0;0;0
67026.3;66230.3;1.1;0.9;84.2;1.2;34.4;0.2;0.3;0.3;9.9;24.7;4.7;6.8;5.7;18.2;9.6;5.9;71.5;1;2.3;0.3;73.8;7.6;0;0;0;0;17.5;59.8;15.6;1.8;5.3;0;0;0;0;0;0;0;86.8;0;0;13.2;0;100;0;0;0;0;0;0
68203.3;67228.6;1.2;1;85.9;1.4;32.9;0.2;0.3;0.3;12.4;20.3;4.7;6.8;5.5;19;6.8;5.9;73.8;1;2.4;0.3;77.1;19.8;0;0;0;0;8.2;43.8;8.4;12.1;27.5;0;0;0;0;0;0;0;96.1;0;0;3.9;0;100;0;0;0;0;0;0
66435;65436.8;1.1;0.9;85.8;1.5;39;0.2;0.3;0.4;10.9;24.9;5.1;6.4;5.1;18.9;7.3;5.9;66.3;0;2.1;0.4;66.3;11.5;0;0;0;0;3.7;25.1;6;27.2;38.1;0;0;0;0;0;0;0;100;0;0;0;0;100;0;0;0;0;0;0
64047.3;62892.4;1.2;1;79.9;1.8;33.8;0.3;0.3;0.3;16;39;7.3;4.2;5;18.3;6.6;5.9;66.2;1;2.2;0.3;79.5;0;0;0;0;0;2.3;31.8;5.5;16.4;44;0;0;0;0;0;0;0;100;0;0;0;0;100;0;0;0;0;0;0
68756.8;67749.2;1.3;1.1;85;1.5;36.5;0.2;0.3;0.4;9.8;36;6.1;5.4;5.1;19.4;5.9;5.9;66.9;1;2.1;0.4;70.7;7.2;0;0;0;0;4.2;27;19.9;6.3;42.6;0;0;0;0;0;0;0;100;0;0;0;0;100;0;0;0;0;0;0
62931.8;61982;1.2;1;84;1.5;32.6;0.2;0.3;0.3;12.2;28.4;5.6;5.9;4.9;20.7;7.7;5.9;66.4;0;2.1;0.3;73.7;5.5;0;0;0;0;2.3;45.8;18.5;2.5;30.9;0;0;0;0.2;0;0;0;99.8;0;0;0;0;100;0;0;0;0;0;0
67426;66231.6;1.2;0.9;79;1.8;31;0.2;0.3;0.3;7.5;27.3;5.2;6.3;5.5;21.7;8.5;5.9;54.8;1;1.9;0.3;73.3;0.4;0;0;0;0;0;24.2;24.9;10.3;40.6;0;0;0;34.4;0;0;0;65.6;0;0;0;0;80.1;19.9;0;0;0;0;0
61904.5;61247.9;1;0.8;77.7;1.1;34.7;0.2;0.3;0.4;12.2;20.3;4.3;7.2;5.2;20.1;8.3;5.9;56.8;0;1.9;0.3;71.3;4.8;0;0;0;0;0;13.8;29.1;15.4;41.7;0;0;0;49.1;0;0;0;50.9;0;0;0;0;59.4;40.6;0;0;0;0;0
61621.5;60797.4;0.8;0.6;74.4;1.3;35.7;0.2;0.4;0.4;13.8;20.2;4.7;6.8;5.1;21.1;6.1;5.9;51.5;0;1.8;0.3;67.2;7.3;0;0;0;0;0;18.7;36.7;11.9;32.8;0;0;0;34.2;0;0;0;65.8;0;0;0;0;51.7;48.3;0;0;0;0;0
62640.5;61525.6;0.8;0.6;74.1;1.8;39.5;0.3;0.4;0.4;12.2;20.3;5;6.5;5.3;23.8;5.1;5.9;49;1;1.6;0.3;63.4;0;0;0;0;0;0;35.8;30.3;9.2;24.8;0;0;0;30.6;0;0;0;69.4;0;0;0;0;46.7;53.3;0;0;0;0;0
63732;62701.3;0.7;0.5;70.6;1.6;38.5;0.2;0.4;0.4;11.3;19.9;4.7;6.8;5.3;20.8;7;5.9;47.9;0;1.6;0.2;69;0;0;0;0;0;0;60.1;10.1;5.6;24.2;0;0;0;15.3;0;0;0;84.7;0;0;0;0;81.8;18.2;0;0;0;0;0
65415;64472.6;0.7;0.5;71.5;1.4;33.4;0.2;0.4;0.4;12.3;28.9;5.6;5.9;5.3;20.4;7;5.9;49.6;0;1.5;0.2;69.6;2.2;0;0;0;0;0;68.2;1.5;10.4;19.9;0;0;0;7.4;0;0;0;92.6;0;0;0;0;96.9;3.1;0;0;0;0;0
66562.3;65352.8;0.6;0.4;69.2;1.8;25.8;0.2;0.4;0.3;11.4;31;6.1;5.4;5.3;20.4;6.2;5.9;45.1;1;1.4;0.2;67.2;11.5;0;0;0;0;0;59.4;0;39.8;0.8;0;0;0;0;0;0;0;100;0;0;0;0;100;0;0;0;0;0;0
62591.3;61502.5;0.7;0.4;66.8;1.7;24.2;0.2;0.3;0.3;13.6;28.9;6;5.5;5.4;18.2;8.5;5.9;48.2;0;1.7;0.2;74.2;3.5;0;0;0;0;0;69.6;2.8;23.7;3.9;0;0;0;0.2;0;0;0;99.8;0;0;0;0;98.4;1.6;0;0;0;0;0
63206.3;62142.9;0.9;0.7;80.2;1.7;43.3;0.3;0.4;0.6;15.8;34.8;6.7;4.8;5.2;19.5;8.3;5.9;46.8;1;1.6;0.2;72.8;4.2;0;0;0;0;0;68.6;6.3;16.2;9;0;0;0;1;0;0;0;99;0;0;0;0;97.5;2.5;0;0;0;0;0
73495.5;72547;0.8;0.7;81.7;1.3;34.5;0.2;0.3;0.3;15.1;31.3;5.9;5.6;5.9;20.1;6;5.9;47.7;1;1.3;0.2;72.9;5.2;0;0;0;0;0.4;45.1;11.8;26.7;16;0;0;0;31.9;0;0;0;68.1;0;0;0;0;69.4;30.6;0;0;0;0;0
74026.5;72999.9;1;0.9;86;1.4;30.9;0.2;0.3;0.3;15.4;29.1;5.8;5.7;6.3;18.9;7.1;5.9;41.9;1;1.2;0.3;70.9;3;0;0;0;0;2.6;47.6;14.3;24.7;10.8;0;0;0;25.2;0;0;0;74.8;0;0;0;0;78.9;21.1;0;0;0;0;0
68689.8;67432.8;0.7;0.6;79.7;1.8;33.3;0.2;0.3;0.3;15.7;29.6;6.4;5.1;5.8;21.1;3.9;5.9;43.1;0;1.2;0.3;64.8;0;0;0;0;0;3;37.1;22.1;20.6;17.2;0;0;0;9.2;0;0;0;90.8;0;0;0;0;95.5;4.5;0;0;0;0;0
75345.5;74322.5;0.6;0.5;75.1;1.4;24.5;0.2;0.3;0.3;15.4;28;5.7;5.8;5.8;18.4;6.5;5.9;41.3;0;1.1;0.2;75.4;1.1;0;0;0;0;0.2;32.3;27.1;15.7;24.7;0;0;0;0.4;0;0;0;99.6;0;0;0;0;100;0;0;0;0;0;0
76947.5;75934;0.5;0.4;69.5;1.3;27.5;0.2;0.3;0.3;15.6;26.9;5.6;5.9;6;18;8.6;5.9;40.4;1;1.1;0.1;74.9;3.5;0;0;0;0;0.5;60.1;25.9;9.2;4.2;0;0;0;0;0;0;0;100;0;0;0;0;100;0;0;0;0;0;0
76671.5;75453.8;0.6;0.5;72.1;1.6;30.6;0.3;0.3;0.3;15.8;27.4;5.9;5.6;5.8;18.2;11.7;5.9;52.2;2;1.3;0.1;81.5;9.4;0;0;0.3;0;2.4;76.8;14.5;4.2;1.8;0;0;0;0;0;0;0;99.5;0;0;0.5;0;100;0;0;0;0;0;0
66994.5;65939.7;0.5;0.3;74.8;1.6;29.1;0.2;0.4;0.3;15.3;27.1;5.8;5.7;5.6;21.8;7.3;5.9;40.2;1;1.2;0.1;75.9;14.7;0;0;0.5;0;3.5;89.8;5.6;0.5;0;0;0;0;0;0;0;0;93.6;0;0;6.4;0;100;0;0;0;0;0;0
67450;66646.7;0.4;0.3;68.7;1.2;28.1;0.2;0.3;0.3;14.4;26.8;5.3;6.2;5.1;20.3;4.9;5.9;62.7;1;1.8;0.1;76.5;27.8;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;0;27.7;0;0;72.3;0;100;0;0;0;0;0;0
76224;75129.7;0.6;0.5;82.6;1.4;27.3;0.2;0.4;0.3;13.8;27.2;5.5;6;4.5;20.4;6.9;5.9;57.7;3;1.1;0.1;79.3;20.9;0;0;0;0;15;78.9;4.1;0;2;0;0;0;0;0;0;0;100;0;0;0;0;54.3;45.7;0;0;0;0;0
67948;67072.5;0.6;0.5;82.6;1.3;29.6;0.2;0.3;0.4;15;30.2;5.8;5.7;5.2;20.3;8.4;5.9;54;2;1.5;0.2;72.4;24;0;0;0;0;18.3;70;11.7;0;0;0;0;0;0;0;0;0;100;0;0;0;0;77;23;0;0;0;0;0
65446;64285.8;0.7;0.5;80.7;1.8;30.5;0.3;0.3;0.3;15.6;26.7;6;5.5;5.1;19.6;7.8;5.9;41;0;1.3;0.2;77.6;1.7;0;0;0;0;13.5;68.2;1.6;16.7;0;0;0;0;0;0;0;0;100;0;0;0;0;99.1;0.9;0;0;0;0;0
73296;71954.8;0.6;0.5;77.2;1.8;25.8;0.3;0.2;0.3;15.1;27.7;6.1;5.4;5;18.7;8.3;5.9;40.4;0;1.2;0.2;75.8;4.4;0;0;0;0;18.2;63;1.7;17.2;0;0;0;0;0;0;0;0;100;0;0;0;0;100;0;0;0;0;0;0
72428;71463.7;0.5;0.4;66.6;1.3;32.8;0.4;0.4;0.4;16.1;22.3;5.2;6.3;5.1;20.2;10.6;5.9;42.3;1;1.2;0.4;34.3;14.9;0;0;0;0;14.1;67.2;1.1;17.6;0;0;0;0;0;0;0;0;100;0;0;0;0;99.7;0.3;0;0;0;0;0
68338;66961.5;0.5;0.4;69;2;41.6;0.5;0.5;0.5;13.8;27.5;6.1;5.4;5;20.1;9.5;5.9;40.9;0;1.3;0.3;47.1;24.1;0;0;0;0;3;69;0.3;27.8;0;0;0;0;0;0;0;0;100;0;0;0;0;98.7;1.3;0;0;0;0;0
72772;71851;0.5;0.3;67.3;1.3;35.4;0.4;0.4;0.5;16.6;26.3;5.6;5.9;4.8;19.9;9;5.9;34.6;0;1;0.2;59.8;23.9;0;0;0;0;0;86.9;13.1;0;0;0;0;0;0;0;0;0;100;0;0;0;0;74;26;0;0;0;0;0
71446;70555;0.6;0.4;71.2;1.2;32.2;0.3;0.3;0.3;15;30.8;5.8;5.7;5.2;20.3;9.9;5.9;37.7;0;1.1;0.2;70.5;17;0;0;0;0;6.4;71.3;5.6;16.6;0;0;0;0;0;0;0;0;100;0;0;0;0;96.3;3.7;0;0;0;0;0
70880;69931.1;0.7;0.5;82.1;1.3;29.3;0.3;0.3;0.3;14.1;29.8;5.7;5.8;5.5;21.6;10.7;5.9;40.1;0;1.2;0.2;68.7;10.4;0;0;0;0;1.9;55.1;1.1;41.9;0;0;0;0;0;0;0;0;100;0;0;0;0;100;0;0;0;0;0;0
67704;66844.7;0.8;0.6;81;1.3;33.1;0.3;0.3;0.3;14.6;30.3;5.8;5.7;5.7;19.8;13.4;5.9;35.1;0;1.1;0.2;71.9;7.1;0;0;0;0;3.6;43.4;15;19.8;18.1;0;0;0;0;0;0;0;100;0;0;0;0;100;0;0;0;0;0;0
67924;67087.7;0.9;0.8;85.5;1.2;30.7;0.2;0.2;0.3;14.3;29.3;5.6;5.9;4.9;18.4;9.1;5.9;37.8;1;1.2;0.3;72.2;13.9;0;0;0;0;5.7;45.3;18.8;6.4;23.6;0.2;0;0;0;0;0;0;100;0;0;0;0;99.2;0.8;0;0;0;0;0
65562;63999.9;0.8;0.7;81.8;2.4;29.3;0.2;0.3;0.3;13.3;34;7.1;4.4;4.9;18.3;11.7;5.9;39.4;0;1.2;0.3;69.6;28.3;0;0;0;0;5.1;61.2;4.8;19.4;8.7;0.8;0;0;0;0;0;0;100;0;0;0;0;97.2;2.8;0;0;0;0;0
69758;68673.1;0.9;0.7;80.1;1.6;31.6;0.2;0.3;0.3;17.2;31.8;6.5;5;5;19.6;8.6;5.9;38.6;1;1.1;0.4;59.2;5.7;0;0;0;0;0.9;48.4;0.2;15.5;34.9;0;0;0;0;0;0;0;100;0;0;0;0;99.9;0.1;0;0;0;0;0
71884;70637.4;0.8;0.6;76;1.7;32.5;0.2;0.3;0.3;17.9;31.2;6.6;4.9;5.1;18.7;7.5;5.9;37.4;1;1;0.2;69.7;0.8;0;0;0;0;2.5;60.5;1.2;13.8;22;0;0;0;0;0;0;0;100;0;0;0;0;98.2;1.8;0;0;0;0;0
75844;74415.1;0.8;0.7;82.5;1.9;37.1;0.3;0.3;0.4;15.8;28.2;6.3;5.2;5.4;18.4;9.2;5.9;37.5;0;1;0.2;73;2.2;0;0;0;0;1.2;58.4;9.3;14.8;16.3;0;0;0;0.7;0;0;0;99.3;0;0;0;0;95.2;4.8;0;0;0;0;0
61250;60207.2;0.9;0.8;81.9;1.7;32.2;0.2;0.3;0.4;16.3;33.1;6.7;4.8;5;19.4;7.2;5.9;35.5;0;1.2;0.3;64.3;3.2;0;0;0;0;0;55.4;15.4;15.9;13.2;0;0;0;1.3;0;0;0;98.7;0;0;0;0;93.1;6.9;0;0;0;0;0
71570;70338.7;0.8;0.7;83.6;1.7;32.4;0.2;0.3;0.4;16;27.6;6.4;5.1;5.6;17.7;8.6;5.9;38.9;1;1;0.2;76.9;10.4;0;0;0;0;0;35.6;30.2;31;3.3;0;0;0;0.2;0;0;0;99.8;0;0;0;0;99.1;0.9;0;0;0;0;0
80732;79725.8;0.8;0.6;80.7;1.2;34.2;0.2;0.3;0.4;16.5;30.7;6.8;4.7;5.5;18.1;8.1;5.9;38.2;0;0.9;0.2;68.9;8.6;0;0;0;0;0;34.6;22.5;36;6.9;0;0;0;0;0;0;0;100;0;0;0;0;100;0;0;0;0;0;0
69120;68372.8;0.7;0.5;78.4;1.1;27.6;0.2;0.3;0.3;13.4;27.9;6.2;5.3;6.3;19;6.6;5.9;37.2;1;1.1;0.2;66.7;7.6;0;0;0;0;1.8;37.5;13.1;37.1;10.5;0;0;0;0;0;0;0;100;0;0;0;0;100;0;0;0;0;0;0
66088;65092.3;0.5;0.4;80.5;1.5;25.4;0.3;0.2;0.3;15.1;31.2;6.7;4.8;5.8;22.6;8;5.9;35.1;0;1.1;0.2;72.6;10.5;0;0;0;0;8.2;46.4;8.5;27.3;9.6;0;0;0;0;0;0;0;95.6;0;0;4.4;0;100;0;0;0;0;0;0
66866;65922.3;0.5;0.4;75.5;1.4;25.4;0.2;0.2;0.3;16;31.7;6.8;4.7;5.3;19.6;7.5;5.9;37.1;1;1.1;0.1;78.3;9;0;0;0;0;3.1;48;10.3;26.9;11.8;0;0;0;0;0;0;0;91.9;0;0;8.1;0;100;0;0;0;0;0;0
73486;72488.7;0.5;0.4;78.8;1.4;32.1;0.3;0.3;0.3;16;30.9;6.7;4.8;5.8;18.4;9.1;5.9;34;1;0.9;0.2;68.5;26.8;0;0;0;0;2.3;68.6;10.9;11.9;6.3;0;0;0;0;0;0;0;77.4;0;0;22.6;0;100;0;0;0;0;0;0
73930;73041.1;0.6;0.5;79.1;1.2;25.4;0.3;0.2;0.3;15.4;30.8;6.7;4.8;5.1;18.7;8.6;5.9;34.7;1;1;0.1;79.6;27.5;0;0;0;0;5.5;73.9;7.9;9.1;3.6;0;0;0;4.1;0;0;0;61.4;0;0;34.5;0;100;0;0;0;0;0;0
74042;72971.8;0.5;0.4;77.2;1.4;25;0.3;0.2;0.2;15;30.8;6.6;4.9;5.8;17.5;7.9;5.9;34.2;1;0.9;0.2;72.1;28.5;0;0;0;0;9.8;80.9;4;5.3;0;0;0;0;9.4;0;0;0;40.5;0;0;50.1;0;100;0;0;0;0;0;0
80490;79271.7;0.5;0.4;79.3;1.5;35.6;0.3;0.3;0.4;16.9;29.7;6.7;4.8;6;18.3;10;5.9;35.7;2;0.9;0.1;74.4;28;0;0;0;0;6.1;70.4;4.4;16.6;2.5;0;0;0;11.8;0;0;0;22.5;0;0;65.7;0;100;0;0;0;0;0;0
76306;75044.5;0.6;0.5;79.1;1.7;40.6;0.3;0.3;0.4;17;32.4;7;4.5;6.4;19;9.1;5.9;34.8;3;0.9;0.1;82.4;27.9;0;0;0;0;5.1;67.9;4.5;19.3;3.2;0;0;0;12;0;0;0;18.6;0;0;69.4;0;100;0;0;0;0;0;0
83992;82808.1;0.5;0.4;75.1;1.4;25.4;0.2;0.3;0.3;15.8;24.4;6;5.5;6;18.7;8.1;5.9;34.4;2;0.8;0.1;79.2;10.3;0;0;0;0;4.5;64.1;1.2;22;8.1;0;0;0;0;0;0;0;44.5;0;0;55.5;0;100;0;0;0;0;0;0
82658;81543.5;0.4;0.3;74.7;1.3;24.6;0.3;0.3;0.3;14.7;29.9;6.5;5;5.9;18;6.9;5.9;32.4;1;0.8;0.1;79.3;7;0;0;0;0;7.1;65.1;2;20;5.8;0;0;0;0;0;0;0;67.4;0;0;32.6;0;100;0;0;0;0;0;0
75476;74361;0.5;0.4;77.5;1.5;23.6;0.2;0.2;0.2;12.4;33.3;6.6;4.9;5.7;17.9;9;5.9;36;1;0.9;0.1;78.3;13.5;0;0;0;0;9.6;67.6;5.8;16.4;0.7;0;0;0;0;0;0;0;100;0;0;0;0;100;0;0;0;0;0;0
94262;92641.5;0.5;0.4;78.9;1.7;19.3;0.2;0.2;0.2;13.1;33.2;6.6;4.9;5.9;18;7.7;5.9;30.5;0;0.6;0.1;73.9;22.9;0;0;0;0;0.8;74.2;3.7;10.9;10.4;0;0;0;0;0;0;0;98.7;0;0;1.3;0;100;0;0;0;0;0;0
86494;84574.3;0.5;0.4;77.5;2.2;22.6;0.3;0.2;0.2;14.8;35.2;7;4.5;5.9;20.5;6.7;5.9;38.8;0;0.9;0.2;67.2;24.4;0;0;0;0;12.6;64.6;10.4;8.9;3.5;0;0;0;0;0;0;0;96.4;0;0;3.6;0;100;0;0;0;0;0;0
78436;76670.3;0.6;0.4;74.9;2.3;24.1;0.3;0.3;0.2;15.2;36.5;7.2;4.3;6.1;21.6;3.9;5.9;35.8;1;0.9;0.1;72.4;24.8;0;0;0;0;18.3;59.9;13.5;8.3;0;0;0;0;0;0;0;0;95.3;0;0;4.7;0;100;0;0;0;0;0;0
71874;70602.9;0.5;0.3;71.4;1.8;21.8;0.3;0.3;0.2;14.1;35.8;7;4.5;5.9;18.4;8.7;5.9;30;1;0.7;0.2;64.8;20.5;0;0;0;0;4.2;76.3;2.9;13;3.5;0;0;0;5.1;0;0;0;69.3;0;0;25.6;0;80.1;19.9;0;0;0;0;0
84966;83719;0.7;0.5;78.2;1.5;32.8;0.3;0.3;0.4;13.6;36;6.7;4.8;5.9;19.3;9.2;5.9;34.4;1;1;0.2;73.3;21;0;0;0;0;3;73.1;4.6;11.5;7.8;0;0;0;4.2;0;0;3.2;73.3;0;0;19.3;0;80.6;19.4;0;0;0;0;0
82268;80865.5;0.7;0.5;73.1;1.7;36.1;0.2;0.3;0.3;14.3;31.1;6.2;5.3;5.9;19.9;8.4;5.9;38.7;1;1;0.2;74;22.5;0;0;0;0;0;63.2;9.7;6.9;20.2;0;0;0;1.4;0;0;12.6;86;0;0;0;0;83.1;16.9;0;0;0;0;0
72638;71006;0.7;0.6;81.7;2.2;46.6;0.2;0.4;0.5;13.9;29.3;6.6;4.9;5.8;20;8.2;5.9;37.6;0;1;0.2;68.1;17.8;0;0;0;0;0;64.8;11.7;12.9;10.6;0;0;0;12.3;0;0;12.6;75.1;0;0;0;0;89.1;10.9;0;0;0;0;0
80662;79218.5;0.8;0.6;72.5;1.8;33.5;0.2;0.3;0.3;13.2;29.2;6;5.5;5.8;17.8;8.8;5.9;34.7;2;0.8;0.2;74.1;12.1;0;0;0.4;0;2.3;66.2;11;17.4;2.7;0;0;0;14.3;0;0;7.8;77.9;0;0;0;0;96.9;3.1;0;0;0;0;0
81668;80336.1;0.6;0.4;58.5;1.6;30.4;0.3;0.3;0.3;14.8;27.3;5.8;5.7;5.8;17.9;6.9;5.9;38;1;1;0.2;62.9;7.5;0;0;2.6;0;14.3;57;7.4;15.5;3.2;0;0;0;0;0;0;0;100;0;0;0;0;100;0;0;0;0;0;0
81222;79597.6;0.8;0.7;81.5;2;31.7;0.3;0.3;0.3;14.9;26.1;6.1;5.4;5.9;17;9.2;5.9;40.1;0;1;0.3;68.4;5.5;0;0;0.6;0;3.2;24.4;18.5;26.7;26.6;0;0;0;39.9;0;0;0;60.1;0;0;0;0;83.3;16.7;0;0;0;0;0
79586;77994.3;0.8;0.7;84.6;2;31.7;0.3;0.3;0.3;14.5;24.7;5.9;5.6;5.9;17;9.2;5.9;41.4;1;1.1;0.3;67.2;7.3;0;0;0;0;0;29.5;13.7;22;34.7;0;0;0;27.7;0;0;0;72.3;0;0;0;0;88.4;11.6;0;0;0;0;0
85578;83866.4;0.8;0.7;84.6;2;31.7;0.3;0.3;0.3;14.1;25.4;6;5.5;5.9;17;9.2;5.9;42.6;1;1;0.3;69.6;5.5;0;0;0;0;0;43.4;7.5;17.8;31.2;0;0;0;0;0;0;0;100;0;0;0;0;100;0;0;0;0;0;0
78876;77298.5;0.7;0.6;82.2;2;31.7;0.3;0.3;0.3;14.7;25.7;6;5.5;6;17;9.2;5.9;41.4;1;1.1;0.2;71.9;0;0;0;0;0;0;48.5;9.4;30.6;11.5;0;0;0;0;0;0;0;100;0;0;0;0;100;0;0;0;0;0;0
72072;70630.6;0.5;0.4;74.3;2;31.7;0.3;0.3;0.3;13.1;24.9;5.8;5.7;5.6;17;9.2;5.9;40.6;2;1.2;0.1;78.1;3.2;0;0;0;0;2.1;52.4;5.6;38.2;1.8;0;0;0;0;0;0;0;98.8;0;0;1.2;0;100;0;0;0;0;0;0
87112;85369.8;0.4;0.3;63.1;2;31.7;0.3;0.3;0.3;14.6;30.2;6.5;5;5.7;17;9.2;5.9;38.5;1;1;0.1;74.2;6.9;0;0;3.6;0;12.7;57.5;2.3;23.9;0;0;0;0;0;0;0;0;80.5;0;0;19.5;0;100;0;0;0;0;0;0
85028;83327.4;0.5;0.3;70.4;2;31.7;0.3;0.3;0.3;15;29.8;6.5;5;5.7;17;9.2;5.9;36.8;0;0.9;0.1;80.7;36.9;0;0;2.5;0;8.6;72.1;0;16.9;0;0;0;0;0;0;0;0;54.2;0;0;45.8;0;100;0;0;0;0;0;0
82404;80755.9;0.5;0.4;72.5;2;31.7;0.3;0.3;0.3;14.4;29.9;6.4;5.1;6;17;9.2;5.9;40.8;1;1.1;0.1;73.9;49.7;0;0;0.1;0;4.2;79.5;0;16.2;0;0;0;0;0;0;0;0;37.6;0;0;62.4;0;100;0;0;0;0;0;0
80852;79235;0.5;0.4;72.5;2;31.7;0.3;0.3;0.3;15.8;29.6;6.5;5;5.7;17;9.2;5.9;41.7;1;1.1;0.1;75.9;49;0;0;0;0;0;86.2;0;13.8;0;0;0;0;0;0;0;0;24.3;0;0;75.7;0;100;0;0;0;0;0;0
76156;74632.9;0.5;0.4;72.5;2;31.7;0.3;0.3;0.3;14.9;29.7;6.5;5;5.8;17;9.2;5.9;42;0;1.2;0.1;75.9;47;0;0;0;0;8.4;81.7;0;9.9;0;0;0;0;0;0;0;0;64.2;0;0;35.8;0;100;0;0;0;0;0;0
72048;70607;0.4;0.3;72.2;2;31.7;0.3;0.3;0.3;14.9;30.8;6.6;4.9;5.8;17;9.2;5.9;41.9;2;1.3;0.1;71.5;31.5;0;0;0;0;5;83.2;0;11.8;0;0;0;0;0;0;0;0;66.5;0;0;33.5;0;100;0;0;0;0;0;0
79848;78251;0.4;0.3;71.7;2;31.7;0.3;0.3;0.3;16;31.2;6.7;4.8;5.3;17;9.2;5.9;36.5;2;1.1;0.1;76.7;7.8;0;0;0;0;0.3;84.3;0.8;13.9;0.7;0;0;0;0;0;0;0;53.2;0;0;46.8;0;100;0;0;0;0;0;0
57870;56443.2;0.4;0.3;72.7;2.5;25.8;0.4;0.3;0.3;17.5;32.2;7.4;4.1;4.3;20.1;8.8;5.9;38.8;2;1.4;0.1;77.8;10.8;0;0;0;0;2.6;74.9;6.3;10.6;5.6;0;0;0;0;0;0;0;2.9;0;0;97.1;0;100;0;0;0;0;0;0
89072;87525.5;0.4;0.3;73.6;1.7;25.3;0.4;0.3;0.3;16.4;31.7;6.5;5;5.6;20;9.3;5.9;45.2;1;1.1;0.1;78.1;4.1;0;0;0;0;0.5;94.9;1.6;2;1.1;0;0;0;0;0;0;0;21.9;0;0;78.1;0;100;0;0;0;0;0;0
82852;81356.7;0.4;0.3;69.9;1.8;21.2;0.5;0.2;0.2;15;27.9;6.1;5.4;5.8;20;7.9;5.9;42.1;0;1.1;0.1;73.4;0.5;0;0;0;0;0;99.8;0.2;0;0;0;0;0;0;0;0;0;76.8;0;0;23.2;0;100;0;0;0;0;0;0
47420;46776.8;0.3;0.2;70;1.4;21.2;0.4;0.2;0.2;8.1;26.1;4.8;6.7;4.8;20.6;5;5.9;58.7;1;2;0.1;79.7;0;0;0;0;0;0;99.9;0.1;0;0;0;0;0;0;0;0;0;88.7;0;0;11.3;0;100;0;0;0;0;0;0
65128;64189.4;0.5;0.4;71.6;1.4;23.1;0.3;0.3;0.3;19.1;27.3;6.1;5.4;5;21.4;8.2;5.9;63.6;0;2;0.1;75.9;35.6;0;0;0;0;58.8;0;41.2;0;0;0;0;0;0;0;0;0;99.7;0;0;0.3;0;0;100;0;0;0;0;0
80512;79289.4;0.6;0.5;81.9;1.5;32.5;0.3;0.3;0.3;17.9;26.5;6;5.5;5;21.2;9;5.9;45.5;1;1.1;0.2;75.4;14.3;0;0;5.8;0;63.4;17.7;12.2;0.9;0;0;0;0;14.9;0.8;21.7;0;53.6;0;0;9;0;48.1;45;6.9;0;0;0;0
81988;80813.2;0.8;0.6;77.6;1.4;40.5;0.3;0.3;0.4;15.4;25;5.5;6;5;20.1;8.9;5.9;42;1;0.6;0.2;74.7;32.7;0;0;0;0;1.4;64;9.4;16.2;9.1;0;0;0;0;0;0;0;76.7;0;0;23.3;0;95.3;2.3;2.4;0;0;0;0
82778;81179.5;1;0.8;83.5;1.9;32.7;0.3;0.3;0.3;16.5;25.3;6.1;5.4;5.2;22.4;7.8;5.9;42;1;0.5;0.2;76.4;30.4;0;0;0;0;0.4;54.2;10.3;17.9;16.2;0;1;0;0;0;0;0;77.7;0;0;22.3;0;91.4;8.6;0;0;0;0;0
